v_net_count,success_count,inservice_count,total_revenue,total_cost,total_r2c,total_time_revenue,total_time_cost,num_running_p_net_nodes,event_id,event_type,event_time,p_net_available_resource,p_net_node_available_resource,p_net_link_available_resource,p_net_node_resource_utilization,p_net_link_resource_utilization,v_net_id,v_net_lifetime,v_net_arrival_time,v_net_num_nodes,v_net_num_egdes,result,node_slots,link_paths,node_slots_info,link_paths_info,v_net_cost,v_net_revenue,v_net_demand,v_net_node_demand,v_net_link_demand,v_net_node_revenue,v_net_link_revenue,v_net_node_cost,v_net_link_cost,v_net_path_cost,v_net_r2c_ratio,v_net_time_cost,v_net_time_revenue,v_net_time_rc_ratio,description,violation,current_violation,total_place_violation,total_route_violation,place_result,route_result,early_rejection,revoke_times,selected_actions,num_placed_nodes,num_routed_links
12,8,6,3875,7918,0.4893912604192978,1939037.4056602246,4059164.358832524,40,13,1,209.0,17595,5072,12523,0.17515043096438443,0.24135215363179252,11,1935.8363374539297,209.0,9,17,False,"{0: 4, 1: 67, 2: 58, 3: 29, 4: 24, 5: 94, 6: 61, 7: 41, 8: 38}","{(0, 2): [(4, 29), (29, 92), (92, 58)], (0, 5): [(4, 77), (77, 94)], (0, 8): [(4, 38)], (1, 2): [(67, 58)], (1, 4): [(67, 58), (58, 24)], (1, 7): [(67, 41)], (2, 3): [(58, 92), (92, 29)], (2, 4): [(58, 24)], (2, 6): [(58, 61)], (2, 7): [(58, 63), (63, 41)], (3, 4): [(29, 92), (92, 58), (58, 24)], (3, 5): [(29, 4), (4, 77), (77, 94)], (3, 7): [(29, 14), (14, 51), (51, 5), (5, 19), (19, 41)], (4, 6): [(24, 12), (12, 20), (20, 38), (38, 18), (18, 90), (90, 92), (92, 88), (88, 32), (32, 89), (89, 61)], (4, 7): [(24, 58), (58, 67), (67, 41)], (5, 6): [(94, 78), (78, 47), (47, 58), (58, 61)], (5, 8): []}","{(0, 4): {'cpu': 19}, (1, 67): {'cpu': 8}, (2, 58): {'cpu': 44}, (3, 29): {'cpu': 13}, (4, 24): {'cpu': 49}, (5, 94): {'cpu': 13}, (6, 61): {'cpu': 30}, (7, 41): {'cpu': 8}, (8, 38): {'cpu': 21}}","{((0, 2), (4, 29)): {'bw': 20}, ((0, 2), (29, 92)): {'bw': 20}, ((0, 2), (92, 58)): {'bw': 20}, ((0, 5), (4, 77)): {'bw': 19}, ((0, 5), (77, 94)): {'bw': 19}, ((0, 8), (4, 38)): {'bw': 39}, ((1, 2), (67, 58)): {'bw': 9}, ((1, 4), (67, 58)): {'bw': 9}, ((1, 4), (58, 24)): {'bw': 9}, ((1, 7), (67, 41)): {'bw': 24}, ((2, 3), (58, 92)): {'bw': 19}, ((2, 3), (92, 29)): {'bw': 19}, ((2, 4), (58, 24)): {'bw': 22}, ((2, 6), (58, 61)): {'bw': 6}, ((2, 7), (58, 63)): {'bw': 33}, ((2, 7), (63, 41)): {'bw': 33}, ((3, 4), (29, 92)): {'bw': 17}, ((3, 4), (92, 58)): {'bw': 17}, ((3, 4), (58, 24)): {'bw': 17}, ((3, 5), (29, 4)): {'bw': 8}, ((3, 5), (4, 77)): {'bw': 8}, ((3, 5), (77, 94)): {'bw': 8}, ((3, 7), (29, 14)): {'bw': 46}, ((3, 7), (14, 51)): {'bw': 46}, ((3, 7), (51, 5)): {'bw': 46}, ((3, 7), (5, 19)): {'bw': 46}, ((3, 7), (19, 41)): {'bw': 46}, ((4, 6), (24, 12)): {'bw': 49}, ((4, 6), (12, 20)): {'bw': 49}, ((4, 6), (20, 38)): {'bw': 49}, ((4, 6), (38, 18)): {'bw': 49}, ((4, 6), (18, 90)): {'bw': 49}, ((4, 6), (90, 92)): {'bw': 49}, ((4, 6), (92, 88)): {'bw': 49}, ((4, 6), (88, 32)): {'bw': 49}, ((4, 6), (32, 89)): {'bw': 49}, ((4, 6), (89, 61)): {'bw': 49}, ((4, 7), (24, 58)): {'bw': 14}, ((4, 7), (58, 67)): {'bw': 14}, ((4, 7), (67, 41)): {'bw': 14}, ((5, 6), (94, 78)): {'bw': 35}, ((5, 6), (78, 47)): {'bw': 35}, ((5, 6), (47, 58)): {'bw': 35}, ((5, 6), (58, 61)): {'bw': 35}}",0,0,410,205,414,0,0,0,0,0,0.0,0.0,0.0,0.0,Route Failure,0,0,0,0,True,False,False,0,[],9.0,17.0
13,9,7,4045,8118,0.49827543729982754,2240490.0756560704,4413814.558827637,43,14,1,223.0,17395,4990,12405,0.18848593267197922,0.24850063609377837,12,1773.2509999755644,223.0,4,3,True,"{0: 91, 1: 69, 2: 36, 3: 81}","{(0, 2): [(91, 36)], (1, 2): [(69, 59), (59, 91), (91, 36)], (2, 3): [(36, 81)]}","{(0, 91): {'cpu': 12}, (1, 69): {'cpu': 7}, (2, 36): {'cpu': 50}, (3, 81): {'cpu': 13}}","{((0, 2), (91, 36)): {'bw': 34}, ((1, 2), (69, 59)): {'bw': 15}, ((1, 2), (59, 91)): {'bw': 15}, ((1, 2), (91, 36)): {'bw': 15}, ((2, 3), (36, 81)): {'bw': 39}}",200,170,164,82,88,82,88,82,118,30,0.85,354650.1999951129,301452.66999584594,1507.2633499792296,Success,0,0,0,0,True,True,False,0,[],4.0,3.0
14,9,7,4045,8118,0.49827543729982754,2240490.0756560704,4413814.558827637,43,15,1,239.0,17395,4990,12405,0.18848593267197922,0.24850063609377837,13,506.14248947508844,239.0,7,12,False,"{0: 50, 1: 41, 2: 92, 3: 3, 4: 79, 5: 22, 6: 58}","{(0, 1): [(50, 41)], (0, 5): [(50, 92), (92, 22)], (1, 2): [(41, 50), (50, 92)], (1, 5): [(41, 50), (50, 92), (92, 22)], (1, 6): [(41, 63), (63, 58)], (2, 3): [(92, 22), (22, 3)], (2, 4): []}","{(0, 50): {'cpu': 41}, (1, 41): {'cpu': 46}, (2, 92): {'cpu': 17}, (3, 3): {'cpu': 40}, (4, 79): {'cpu': 17}, (5, 22): {'cpu': 16}, (6, 58): {'cpu': 41}}","{((0, 1), (50, 41)): {'bw': 14}, ((0, 5), (50, 92)): {'bw': 13}, ((0, 5), (92, 22)): {'bw': 13}, ((1, 2), (41, 50)): {'bw': 11}, ((1, 2), (50, 92)): {'bw': 11}, ((1, 5), (41, 50)): {'bw': 6}, ((1, 5), (50, 92)): {'bw': 6}, ((1, 5), (92, 22)): {'bw': 6}, ((1, 6), (41, 63)): {'bw': 27}, ((1, 6), (63, 58)): {'bw': 27}, ((2, 3), (92, 22)): {'bw': 43}, ((2, 3), (22, 3)): {'bw': 43}}",0,0,436,218,304,0,0,0,0,0,0.0,0.0,0.0,0.0,Route Failure,0,0,0,0,True,False,False,0,[],7.0,7.0
14,9,6,4045,8118,0.49827543729982754,2240490.0756560704,4413814.558827637,43,16,0,252.74003348487133,17942,5151,12791,0.16230281346560416,0.22511661719270615,8,104.74003348487132,148.0,6,7,False,{},{},{},{},0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Leave Event,0,0,0,0,True,True,False,0,[],,
15,9,6,4045,8118,0.49827543729982754,2240490.0756560704,4413814.558827637,43,17,1,261.0,17942,5151,12791,0.16230281346560416,0.22511661719270615,14,1102.876778404595,261.0,6,9,False,"{0: 63, 1: 24, 2: 25, 3: 22, 4: 44, 5: 7}","{(0, 4): []}","{(0, 63): {'cpu': 30}, (1, 24): {'cpu': 9}, (2, 25): {'cpu': 35}, (3, 22): {'cpu': 29}, (4, 44): {'cpu': 35}, (5, 7): {'cpu': 24}}",{},0,0,324,162,291,0,0,0,0,0,0.0,0.0,0.0,0.0,Route Failure,0,0,0,0,True,False,False,0,[],6.0,1.0
16,10,7,4138,8211,0.5039581049811229,2261823.6628166656,4435148.1459882315,46,18,1,276.0,17849,5095,12754,0.17140998536347374,0.22735809050705758,15,229.3934103289808,276.0,3,2,True,"{0: 84, 1: 0, 2: 14}","{(0, 2): [(84, 14)], (1, 2): [(0, 14)]}","{(0, 84): {'cpu': 10}, (1, 0): {'cpu': 7}, (2, 14): {'cpu': 39}}","{((0, 2), (84, 14)): {'bw': 22}, ((1, 2), (0, 14)): {'bw': 15}}",93,93,112,56,37,56,37,56,37,0,1.0,21333.587160595212,21333.587160595212,229.3934103289808,Success,0,0,0,0,True,True,False,0,[],3.0,2.0
16,10,6,4138,8211,0.5039581049811229,2261823.6628166656,4435148.1459882315,46,19,0,280.761578950931,19051,5344,13707,0.13091559603187508,0.16962500757254495,0,262.761578950931,18.0,8,14,False,{},{},{},{},0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Leave Event,0,0,0,0,True,True,False,0,[],,
16,10,5,4138,8211,0.5039581049811229,2261823.6628166656,4435148.1459882315,46,20,0,292.67770945178535,19362,5413,13949,0.1196942592291429,0.15496456048948926,5,196.67770945178535,96.0,4,3,False,{},{},{},{},0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Leave Event,0,0,0,0,True,True,False,0,[],,
17,10,5,4138,8211,0.5039581049811229,2261823.6628166656,4435148.1459882315,46,21,1,295.0,19362,5413,13949,0.1196942592291429,0.15496456048948926,16,346.9335886125168,295.0,9,15,False,"{0: 65, 1: 62, 2: 67, 3: 25, 4: 30, 5: 58, 6: 8, 7: 63, 8: 66}","{(0, 2): [(65, 58), (58, 67)], (0, 4): [(65, 30)], (0, 8): [(65, 87), (87, 63), (63, 25), (25, 66)], (1, 2): [(62, 58), (58, 63), (63, 67)], (1, 3): [(62, 13), (13, 63), (63, 25)], (1, 5): []}","{(0, 65): {'cpu': 24}, (1, 62): {'cpu': 9}, (2, 67): {'cpu': 23}, (3, 25): {'cpu': 26}, (4, 30): {'cpu': 23}, (5, 58): {'cpu': 20}, (6, 8): {'cpu': 28}, (7, 63): {'cpu': 45}, (8, 66): {'cpu': 8}}","{((0, 2), (65, 58)): {'bw': 19}, ((0, 2), (58, 67)): {'bw': 19}, ((0, 4), (65, 30)): {'bw': 29}, ((0, 8), (65, 87)): {'bw': 48}, ((0, 8), (87, 63)): {'bw': 48}, ((0, 8), (63, 25)): {'bw': 48}, ((0, 8), (25, 66)): {'bw': 48}, ((1, 2), (62, 58)): {'bw': 39}, ((1, 2), (58, 63)): {'bw': 39}, ((1, 2), (63, 67)): {'bw': 39}, ((1, 3), (62, 13)): {'bw': 18}, ((1, 3), (13, 63)): {'bw': 18}, ((1, 3), (63, 25)): {'bw': 18}}",0,0,412,206,431,0,0,0,0,0,0.0,0.0,0.0,0.0,Route Failure,0,0,0,0,True,False,False,0,[],9.0,6.0
18,10,5,4138,8211,0.5039581049811229,2261823.6628166656,4435148.1459882315,46,22,1,313.0,19362,5413,13949,0.1196942592291429,0.15496456048948926,17,2266.5986286309044,313.0,7,10,False,"{0: 81, 1: 22, 2: 25, 3: 45, 4: 54, 5: 7, 6: 78}","{(0, 3): [(81, 4), (4, 25), (25, 45)], (0, 4): [(81, 4), (4, 16), (16, 28), (28, 54)], (1, 2): [(22, 25)], (1, 3): [(22, 25), (25, 97), (97, 45)], (1, 5): [(22, 7)], (2, 4): [(25, 79), (79, 54)], (2, 5): []}","{(0, 81): {'cpu': 22}, (1, 22): {'cpu': 32}, (2, 25): {'cpu': 20}, (3, 45): {'cpu': 23}, (4, 54): {'cpu': 46}, (5, 7): {'cpu': 21}, (6, 78): {'cpu': 49}}","{((0, 3), (81, 4)): {'bw': 17}, ((0, 3), (4, 25)): {'bw': 17}, ((0, 3), (25, 45)): {'bw': 17}, ((0, 4), (81, 4)): {'bw': 11}, ((0, 4), (4, 16)): {'bw': 11}, ((0, 4), (16, 28)): {'bw': 11}, ((0, 4), (28, 54)): {'bw': 11}, ((1, 2), (22, 25)): {'bw': 31}, ((1, 3), (22, 25)): {'bw': 14}, ((1, 3), (25, 97)): {'bw': 14}, ((1, 3), (97, 45)): {'bw': 14}, ((1, 5), (22, 7)): {'bw': 38}, ((2, 4), (25, 79)): {'bw': 40}, ((2, 4), (79, 54)): {'bw': 40}}",0,0,426,213,240,0,0,0,0,0,0.0,0.0,0.0,0.0,Route Failure,0,0,0,0,True,False,False,0,[],7.0,7.0
19,11,6,4258,8331,0.5111031088704837,2263394.1254242198,4436718.608595786,47,23,1,334.0,19242,5343,13899,0.13107822410147996,0.15799357848185613,18,13.087188396285002,334.0,3,2,True,"{0: 78, 1: 45, 2: 47}","{(0, 1): [(78, 45)], (0, 2): [(78, 47)]}","{(0, 78): {'cpu': 27}, (1, 45): {'cpu': 10}, (2, 47): {'cpu': 33}}","{((0, 1), (78, 45)): {'bw': 29}, ((0, 2), (78, 47)): {'bw': 21}}",120,120,140,70,50,70,50,70,50,0,1.0,1570.4626075542003,1570.4626075542003,13.087188396285002,Success,0,0,0,0,True,True,False,0,[],3.0,2.0
19,11,5,4258,8331,0.5111031088704837,2263394.1254242198,4436718.608595786,47,24,0,347.087188396285,19362,5413,13949,0.1196942592291429,0.15496456048948926,18,13.087188396285002,334.0,3,2,False,{},{},{},{},0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Leave Event,0,0,0,0,True,True,False,0,[],,
20,12,6,4631,9008,0.5140985790408525,2296735.5285063772,4497233.7021256,49,25,1,352.0,18685,5220,13465,0.15108147666287197,0.18428545465560064,19,89.38713963044913,352.0,6,7,True,"{0: 16, 1: 25, 2: 45, 3: 9, 4: 78, 5: 94}","{(0, 1): [(16, 4), (4, 25)], (0, 4): [(16, 4), (4, 78)], (1, 3): [(25, 63), (63, 87), (87, 95), (95, 9)], (1, 5): [(25, 4), (4, 77), (77, 94)], (2, 3): [(45, 97), (97, 14), (14, 84), (84, 87), (87, 9)], (2, 4): [(45, 78)], (4, 5): [(78, 94)]}","{(0, 16): {'cpu': 50}, (1, 25): {'cpu': 28}, (2, 45): {'cpu': 15}, (3, 9): {'cpu': 30}, (4, 78): {'cpu': 38}, (5, 94): {'cpu': 32}}","{((0, 1), (16, 4)): {'bw': 7}, ((0, 1), (4, 25)): {'bw': 7}, ((0, 4), (16, 4)): {'bw': 15}, ((0, 4), (4, 78)): {'bw': 15}, ((1, 3), (25, 63)): {'bw': 42}, ((1, 3), (63, 87)): {'bw': 42}, ((1, 3), (87, 95)): {'bw': 42}, ((1, 3), (95, 9)): {'bw': 42}, ((1, 5), (25, 4)): {'bw': 18}, ((1, 5), (4, 77)): {'bw': 18}, ((1, 5), (77, 94)): {'bw': 18}, ((2, 3), (45, 97)): {'bw': 30}, ((2, 3), (97, 14)): {'bw': 30}, ((2, 3), (14, 84)): {'bw': 30}, ((2, 3), (84, 87)): {'bw': 30}, ((2, 3), (87, 9)): {'bw': 30}, ((2, 4), (45, 78)): {'bw': 25}, ((4, 5), (78, 94)): {'bw': 43}}",677,373,386,193,180,193,180,193,484,304,0.55096011816839,60515.09352981406,33341.40308215752,49.24874901352663,Success,0,0,0,0,True,True,False,0,[],6.0,7.0
21,13,7,4701,9078,0.5178453403833444,2313049.048123164,4513547.221742387,50,26,1,370.0,18615,5174,13441,0.15856236786469347,0.18573938329193673,20,233.05028023981518,370.0,2,1,True,"{0: 61, 1: 58}","{(0, 1): [(61, 58)]}","{(0, 61): {'cpu': 34}, (1, 58): {'cpu': 12}}","{((0, 1), (61, 58)): {'bw': 24}}",70,70,92,46,24,46,24,46,24,0,1.0,16313.519616787062,16313.519616787062,233.05028023981518,Success,0,0,0,0,True,True,False,0,[],2.0,1.0
22,14,8,5044,9756,0.5170151701517015,2322272.501705105,4531779.004624474,52,27,1,388.0,17937,5001,12936,0.18669702390632625,0.21633246501484216,21,26.890535224316885,388.0,7,7,True,"{0: 43, 1: 21, 2: 91, 3: 68, 4: 24, 5: 34, 6: 59}","{(0, 2): [(43, 59), (59, 91)], (0, 5): [(43, 93), (93, 34)], (0, 6): [(43, 59)], (1, 3): [(21, 75), (75, 54), (54, 68)], (2, 6): [(91, 15), (15, 33), (33, 4), (4, 59)], (3, 5): [(68, 54), (54, 17), (17, 76), (76, 34)], (4, 5): [(24, 44), (44, 25), (25, 34)]}","{(0, 43): {'cpu': 36}, (1, 21): {'cpu': 26}, (2, 91): {'cpu': 11}, (3, 68): {'cpu': 13}, (4, 24): {'cpu': 49}, (5, 34): {'cpu': 5}, (6, 59): {'cpu': 33}}","{((0, 2), (43, 59)): {'bw': 12}, ((0, 2), (59, 91)): {'bw': 12}, ((0, 5), (43, 93)): {'bw': 8}, ((0, 5), (93, 34)): {'bw': 8}, ((0, 6), (43, 59)): {'bw': 39}, ((1, 3), (21, 75)): {'bw': 7}, ((1, 3), (75, 54)): {'bw': 7}, ((1, 3), (54, 68)): {'bw': 7}, ((2, 6), (91, 15)): {'bw': 49}, ((2, 6), (15, 33)): {'bw': 49}, ((2, 6), (33, 4)): {'bw': 49}, ((2, 6), (4, 59)): {'bw': 49}, ((3, 5), (68, 54)): {'bw': 44}, ((3, 5), (54, 17)): {'bw': 44}, ((3, 5), (17, 76)): {'bw': 44}, ((3, 5), (76, 34)): {'bw': 44}, ((4, 5), (24, 44)): {'bw': 11}, ((4, 5), (44, 25)): {'bw': 11}, ((4, 5), (25, 34)): {'bw': 11}}",678,343,346,173,170,173,170,173,505,335,0.5058997050147492,18231.78288208685,9223.453581940692,13.603913837670635,Success,0,0,0,0,True,True,False,0,[],7.0,7.0
22,14,8,5044,9756,0.5170151701517015,2322272.501705105,4531779.004624474,52,28,0,400.04862220899525,17937,5001,12936,0.18669702390632625,0.21633246501484216,7,272.04862220899525,128.0,9,20,False,{},{},{},{},0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Leave Event,0,0,0,0,True,True,False,0,[],,
23,14,8,5044,9756,0.5170151701517015,2322272.501705105,4531779.004624474,52,29,1,405.0,17937,5001,12936,0.18669702390632625,0.21633246501484216,22,200.20300329027276,405.0,10,25,False,"{0: 47, 1: 11, 2: 15, 3: 79, 4: 92, 5: 98, 6: 13, 7: 82, 8: 77, 9: 4}","{(0, 1): [(47, 58), (58, 63), (63, 11)], (0, 2): [(47, 11), (11, 15)], (0, 4): [(47, 77), (77, 50), (50, 92)], (0, 8): [(47, 20), (20, 77)], (1, 2): []}","{(0, 47): {'cpu': 31}, (1, 11): {'cpu': 5}, (2, 15): {'cpu': 31}, (3, 79): {'cpu': 20}, (4, 92): {'cpu': 42}, (5, 98): {'cpu': 11}, (6, 13): {'cpu': 48}, (7, 82): {'cpu': 27}, (8, 77): {'cpu': 45}, (9, 4): {'cpu': 15}}","{((0, 1), (47, 58)): {'bw': 46}, ((0, 1), (58, 63)): {'bw': 46}, ((0, 1), (63, 11)): {'bw': 46}, ((0, 2), (47, 11)): {'bw': 37}, ((0, 2), (11, 15)): {'bw': 37}, ((0, 4), (47, 77)): {'bw': 40}, ((0, 4), (77, 50)): {'bw': 40}, ((0, 4), (50, 92)): {'bw': 40}, ((0, 8), (47, 20)): {'bw': 41}, ((0, 8), (20, 77)): {'bw': 41}}",0,0,550,275,702,0,0,0,0,0,0.0,0.0,0.0,0.0,Route Failure,0,0,0,0,True,False,False,0,[],10.0,5.0
23,14,7,5044,9756,0.5170151701517015,2322272.501705105,4531779.004624474,52,30,0,414.89053522431686,18615,5174,13441,0.15856236786469347,0.18573938329193673,21,26.890535224316885,388.0,7,7,False,{},{},{},{},0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Leave Event,0,0,0,0,True,True,False,0,[],,
24,15,8,5082,9794,0.5188891157851746,2355513.7133973907,4565020.21631676,54,31,1,424.0,18577,5143,13434,0.16360383802244272,0.18616344581086808,23,874.7687287443666,424.0,2,1,True,"{0: 23, 1: 11}","{(0, 1): [(23, 11)]}","{(0, 23): {'cpu': 12}, (1, 11): {'cpu': 19}}","{((0, 1), (23, 11)): {'bw': 7}}",38,38,62,31,7,31,7,31,7,0,1.0,33241.211692285935,33241.211692285935,874.7687287443666,Success,0,0,0,0,True,True,False,0,[],2.0,1.0
25,16,9,5360,10184,0.5263157894736842,2507631.509903639,4778422.880480202,55,32,1,438.0,18187,5015,13172,0.1844202309318589,0.20203550009087057,24,547.1863183678004,438.0,4,4,True,"{0: 27, 1: 56, 2: 43, 3: 33}","{(0, 2): [(27, 33), (33, 43)], (0, 3): [(27, 33)], (1, 3): [(56, 33)], (2, 3): [(43, 59), (59, 4), (4, 33)]}","{(0, 27): {'cpu': 17}, (1, 56): {'cpu': 45}, (2, 43): {'cpu': 38}, (3, 33): {'cpu': 28}}","{((0, 2), (27, 33)): {'bw': 44}, ((0, 2), (33, 43)): {'bw': 44}, ((0, 3), (27, 33)): {'bw': 36}, ((1, 3), (56, 33)): {'bw': 36}, ((2, 3), (43, 59)): {'bw': 34}, ((2, 3), (59, 4)): {'bw': 34}, ((2, 3), (4, 33)): {'bw': 34}}",390,278,256,128,150,128,150,128,262,112,0.7128205128205128,213402.66416344215,152117.7965062485,390.04563206730387,Success,0,0,0,0,True,True,False,0,[],4.0,4.0
25,16,8,5360,10184,0.5263157894736842,2507631.509903639,4778422.880480202,55,33,0,441.38713963044916,18864,5208,13656,0.1530330134981298,0.17271460592475918,19,89.38713963044913,352.0,6,7,False,{},{},{},{},0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Leave Event,0,0,0,0,True,True,False,0,[],,
25,16,7,5360,10184,0.5263157894736842,2507631.509903639,4778422.880480202,55,34,0,446.61951641144725,19720,5400,14320,0.1218084241340055,0.13248924698612707,9,278.61951641144725,168.0,5,6,False,{},{},{},{},0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Leave Event,0,0,0,0,True,True,False,0,[],,
26,16,7,5360,10184,0.5263157894736842,2507631.509903639,4778422.880480202,55,35,1,455.0,19720,5400,14320,0.1218084241340055,0.13248924698612707,25,2231.8630208218274,455.0,8,9,False,"{0: 97, 1: 45, 2: 80, 3: 63, 4: 9, 5: 73, 6: 41, 7: 82}","{(0, 1): [(97, 45)], (0, 7): [(97, 25), (25, 82)], (1, 2): [(45, 97), (97, 25), (25, 80)], (1, 3): [(45, 78), (78, 91), (91, 63)], (2, 5): [(80, 35), (35, 3), (3, 73)], (2, 7): [(80, 82)], (3, 5): [(63, 25), (25, 45), (45, 64), (64, 73)], (3, 6): [(63, 41)], (4, 5): []}","{(0, 97): {'cpu': 17}, (1, 45): {'cpu': 5}, (2, 80): {'cpu': 38}, (3, 63): {'cpu': 19}, (4, 9): {'cpu': 48}, (5, 73): {'cpu': 18}, (6, 41): {'cpu': 33}, (7, 82): {'cpu': 38}}","{((0, 1), (97, 45)): {'bw': 22}, ((0, 7), (97, 25)): {'bw': 11}, ((0, 7), (25, 82)): {'bw': 11}, ((1, 2), (45, 97)): {'bw': 33}, ((1, 2), (97, 25)): {'bw': 33}, ((1, 2), (25, 80)): {'bw': 33}, ((1, 3), (45, 78)): {'bw': 35}, ((1, 3), (78, 91)): {'bw': 35}, ((1, 3), (91, 63)): {'bw': 35}, ((2, 5), (80, 35)): {'bw': 29}, ((2, 5), (35, 3)): {'bw': 29}, ((2, 5), (3, 73)): {'bw': 29}, ((2, 7), (80, 82)): {'bw': 42}, ((3, 5), (63, 25)): {'bw': 18}, ((3, 5), (25, 45)): {'bw': 18}, ((3, 5), (45, 64)): {'bw': 18}, ((3, 5), (64, 73)): {'bw': 18}, ((3, 6), (63, 41)): {'bw': 12}}",0,0,432,216,233,0,0,0,0,0,0.0,0.0,0.0,0.0,Route Failure,0,0,0,0,True,False,False,0,[],8.0,9.0
27,17,8,5656,10595,0.5338367154318074,3011037.4971974045,5477408.896621208,56,36,1,463.0,19309,5285,14024,0.14051065213855907,0.15042103350093905,26,1700.6959030194785,463.0,5,6,True,"{0: 29, 1: 92, 2: 63, 3: 25, 4: 80}","{(0, 1): [(29, 92)], (0, 2): [(29, 4), (4, 25), (25, 63)], (1, 2): [(92, 13), (13, 63)], (1, 3): [(92, 22), (22, 25)], (2, 3): [(63, 25)], (3, 4): [(25, 80)]}","{(0, 29): {'cpu': 6}, (1, 92): {'cpu': 21}, (2, 63): {'cpu': 41}, (3, 25): {'cpu': 18}, (4, 80): {'cpu': 29}}","{((0, 1), (29, 92)): {'bw': 34}, ((0, 2), (29, 4)): {'bw': 33}, ((0, 2), (4, 25)): {'bw': 33}, ((0, 2), (25, 63)): {'bw': 33}, ((1, 2), (92, 13)): {'bw': 24}, ((1, 2), (13, 63)): {'bw': 24}, ((1, 3), (92, 22)): {'bw': 25}, ((1, 3), (22, 25)): {'bw': 25}, ((2, 3), (63, 25)): {'bw': 26}, ((3, 4), (25, 80)): {'bw': 39}}",411,296,230,115,181,115,181,115,296,115,0.7201946472019465,698986.0161410057,503405.98729376565,1224.8320858729091,Success,0,0,0,0,True,True,False,0,[],5.0,6.0
